Product ID,Product Type,Code,Name,Brand,Description,Cost Price,Retail Price,Sale Price,Calculated Price,Fixed Shipping Price,Free Shipping,Warranty,Weight,Width,Height,Depth,Allow Purchases,Product Visible,Product Availability,Product Inventoried,Stock Level,Low Stock Level,Date Added,Date Modified,Category Details,Images,Page Title,META Keywords,META Description,Product Condition,Product URL,Redirect Old URL?
70,P,41,SRM FSA K-Force Light MTB Powermeter Training System (Triple Crank),SRM,"Take your power to the trail with the FSA K-Force Light MTB Powermeter. The time-tested SRM powermeter is matched to FSA's K-Force Light carbon crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 890g (crankset & Mega Exo bottom bracket) Need more info? Check out our FAQ's!",0,0,,3149,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,200,0,20/03/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/l/822/srm_fsa_k-force_light-MTB_3_powermeter__17086.jpg,SRM FSA K-Force Light MTB Powermeter Training System for Mountain Bikes,"SRM Power Meter FSA K-Force Light MTB Training System, srm mountain bike powermeter",SRM PowerMeter FSA K-Force Light MTB Training System for mountain bikes,New,/srm-fsa-k-force-light-mtb-powermeter-training-system-triple-crank/,
71,P,42,SRM FSA K-Force Light MTB Powermeter Training System (2x10 Crank),SRM,"Take your power to the trail with the FSA K-Force Light MTB Powermeter. The SRM time-tested powermeter is matched to FSA's  K-Force Light carbon crankset for accurate power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 864g (crankset & Mega Exo bottom bracket) Need more info? Check out our FAQ's!",0,0,,3149,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,400,0,20/03/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/s/364/srm_power_control_color_options__90132.jpg,SRM FSA K-Force Light MTB Powermeter Training System for Mountain BIkes,"SRM Powermeter FSA K-Force Light MTB Training System, srm mountain bike power meter",SRM PowerMeter FSA K-Force Light MTB Training System for Mountain Bikes,New,/srm-fsa-k-force-light-mtb-powermeter-training-system-2x10-crank/,
74,P,45,SRM SRAM XO Powermeter Training System (2x10 GXP Crank),SRM,"Tackle the trails with power with SRM's TruVativ XO Powermeter. The time-tested SRM powermeter is matched to TruVativ's XO 2x10 carbon crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 703g (without bottom bracket) Need more info? Check out our FAQ's!",0,0,,3149,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,400,0,20/03/2012,14/04/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets",http://www.fascatpowermeters.com/product_images/d/123/srm_truvative_xo_powermeter__09153.jpg,SRM TruVativ XO Powermeter Training System for mountain bikes,"srm power meter TruVativ XO Training System, SRM mountain bike powermeter",SRM TruVativ XO Powermeter Training System for Mountain Bikes,New,/srm-sram-xo-powermeter-training-system-2x10-gxp-crank/,
77,P,48,SRM Rotor 3D Powermeter Training System (Standard & Compact Crank),SRM,"SRM's time-tested powermeter is matched to Rotor's stiff triple-hollow 3D crankset for precise power measurement on every ride. The Rotor 3D is compatible with BB90 and traditional bottom bracket styles. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. 912g (crankset and bottom bracket) Need more info? Check out our FAQ's!",0,0,,3595,8,N,,4,12,14,10,Y,Y,FREE U.S. Shipping,Y,600,0,20/03/2012,9/7/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/q/022/srm_rotor_3D_powermeter__32277.jpg,SRM Rotor 3D Powermeter Training System for road and triathlon bikes,"SRM Powermeter Rotor 3D Training System, srm power meter",SRM Powermeter Rotor 3D Power Training System for road and triathlon bikes,New,/srm-rotor-3d-powermeter-training-system-standard-compact-crank-1/,
78,P,49,SRM Rotor 3D+ Powermeter Training System (Standard & Compact Crank),SRM,"SRM's time-tested powermeter is matched to Rotor's ultra-stiff triple-hollow 3D+ crankset for precise power measurement and power transfer on every ride. The Rotor 3D+ is compatible with BB30/PF30 and BBright bottom bracket standards. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. 839g (crankset and bottom bracket, no spacers) Need more info? Check out our FAQ's!",0,0,,3695,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,600,0,20/03/2012,9/7/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/y/600/srm_power_control_color_options__74944.jpg,SRM Rotor 3D+ Powermeter Training System for road and triathlon bikes,"SRM PowerMeter Rotor 3D+ Training System, srm power meter",SRM PowerMeter Rotor 3D+ Training System for road and triathlon bikes,New,/srm-rotor-3d-powermeter-training-system-standard-compact-crank/,
79,P,50,SRM Campagnolo Powermeter Training System (Standard & Compact Crank),SRM,"SRM & Campagnolo engineers collaborated closely to match their time-tested powermeter to Campagnolo's Carbon Ultra Torque cranks for the ultimate crown jewel for your custom Campy ride. Accurate to +/- 1.5% with 8 strain gauges, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis.  This is teh very same system 780g (powermeter crankset only) Need more info? Check out our FAQ's!",0,4945,,4945,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,598,0,20/03/2012,22/04/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/u/452/srm_campagnolo_powermeter__10435.jpg,SRM Campagnolo Powermeter Training System for road bikes,"SRM PowerMeter Campagnolo Training System, srm power meter",SRM PowerMeter Campagnolo Training System,New,/srm-campagnolo-powermeter-training-system-standard-compact-crank/,
80,P,52,SRM FSA Gossamer Powermeter Training System (Standard & Compact Crank),SRM,"SRM's time-tested powermeter is matched to FSA's Gossamer crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. 1065g (crankset and bottom bracket) Need more info? Check out our FAQ's!",0,0,,2795,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,600,0,20/03/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/u/476/srm_fsa_gossamer_powermeter__09690.jpg,SRM FSA Gossamer Powermeter Training System for road and triathlon bikes,"SRM FSA Gossamer Powermeter Training System, srm power meter",SRM PowerMeter FSA Gossamer Training System for road and triathlon bikes,New,/srm-fsa-gossamer-powermeter-training-system-standard-compact-crank/,
81,P,53,SRM FSA K-Force Light Powermeter Training System,SRM,"Upgrade your ride to power with SRM's FSA SL-K Light crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 898g (crankset & bottom bracket) Need more info? Check out our FAQ's!",0,0,,3595,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,600,0,20/03/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/c/850/srm_fsa_k-force_light_powermeter__26246.jpg,SRM FSA K-Force Light Powermeter Training System,"SRM PowerMeter FSA K-Force Light Training System, srm power meter",SRM PowerMeter FSA K-Force Light Training System for road and triathlon bikes,New,/srm-fsa-k-force-light-powermeter-training-system-standard-compact-crank/,
82,P,54,SRM SRAM Red Powermeter Training System (BB30),SRM,"Equip your ride with the ultimate training tool- SRM's SRAM Red PowerMeter. The time-tested SRM powermeter is matched to SRAM's hollow carbon Red crankset for precise power measurement on every ride. Accurate to +/- 1%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 804g (crankset & BB30 bottom bracket) Need more info? Check out our FAQ's!",0,0,,3545,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,800,0,20/03/2012,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/e/900/srm_power_control_color_options__22383.jpg,SRM SRAM S975 Powermeter Training System for Road and Triathlon bikes,"SRM Powermeter SRAM S975 Training System, srm powermeter for road and triathlon bikes",SRM SRAM S975 Powermeter Training System Powermeter,New,/srm-sram-red-powermeter-training-system-bb30/,
83,P,55,SRM SRAM Red Powermeter Training System (GXP),SRM,"Equip your ride with the ultimate training tool- SRM's SRAM Red PowerMeter. The time-tested SRM powermeter is matched to SRAM's hollow carbon Red crankset for precise power measurement on every ride. Accurate to +/- 1%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 804g (crankset & GXP bottom bracket) Need more info? Check out our FAQ's!",0,0,,3495,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,799,0,20/03/2012,10/12/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/o/418/srm_power_control_color_options__12308.jpg,SRM SRAM S975 Powermeter Training System for road and triathlon bikes,"SRM Powermeter SRAM S975 Training System, SRM power meter for road and triathlon bikes",SRM SRAM S975 Powermeter Training System powermeter,New,/srm-sram-red-powermeter-training-system-gxp/,
87,P,59,SRM DuraAce Powermeter Training System 7850 (Compact Crank),SRM,"Upgrade your ride with the ultimate training tool- SRM's Shimano Dura-Ace 7800 PowerMeter! The time-tested SRM powermeter is matched to Shimano's timeless 7800 crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 919g (crankset & bottom bracket) Need more info? Check out our FAQ's!",0,0,,3695,0,N,,3,12,14,8,Y,Y,FREE U.S. Shipping,Y,700,0,20/03/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/n/246/srm_shimano_7800c_powermeter__29613.jpg,SRM Dura Ace 7800 Powermeter Training System,"SRM Powermeter Shimano Dura Ace 7800, SRM Power meter","SRM Powermeter Shimano Dura Ace, SRM Power meter",New,/srm-duraace-powermeter-training-system-7850-compact-crank/,
91,P,60,SRM DuraAce PowerMeter 7850 (Compact Crank),SRM,"Upgrade your ride with the ultimate training tool- SRM's Shimano Dura-Ace 78500 PowerMeter! The time-tested SRM powermeter is matched to Shimano's classic 7850 compact crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM powermeter can be paired with your favorite ANT+ bike computer for the ultimate training and racing system. Weight: 919g (crankset & bottom bracket) Need more info? Check out our FAQ's!",0,0,,3695,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,700,0,16/04/2012,11/4/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/b/677/srm_powermeter_decals__48621.jpg,SRM Dura Ace 7800 Power Training System,"SRM Powermeter Dura Ace 7800 System, srm power meter",SRM Powermeter Dura Ace 7800 Training System,New,/srm-duraace-powermeter-7850-compact-crank/,
93,P,1000,SRM Dura Ace 7900 PowerMeter,SRM,"SRM's Shimano Dura Ace 7900 PowerMeter is the ultimate training tool. Perfect for Di2 groupset users, the SRM powermeter is the gold standard in the pro peloton for precise power measurement accurate to +/- 1.5%. Combine that with Shimano's sleek 7900 crankset and this powermeter is simply the best.   The SRM Power System is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 510, the PowerControl 7 or the Joule GPS. Weight: 910g (crankset & bottom bracket) Need more info? Check out our FAQ's! ",0,0,,3145,0,N,,4,6,14,10,Y,Y,FREE U.S. Shipping,Y,1397,0,20/04/2012,25/07/2013,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/g/453/srm_powermeter_decals__81160.jpg,Sale SRM DuraAce PowerMeter 7900 for road bikes and triathlon bikes,"SRM DuraAce PowerMeter 7900 for road bikes, srm power meter",SRM DuraAce PowerMeter 7900 for road bikes and triathlon bikes,New,/srm-dura-ace-7900-powermeter-on-sale/,
96,P,61,SRM PowerControl 7 Computer,SRM,"SRM's PowerControl 7 computer dispalys real-time riding data from your SRM Powermeter wirelessly via ANT+. Power, speed, cadence, heart rate, energy consumption, distance, altitude and temperature are all at your fingertips to help you ride smarter and stronger. You'll get 120 hours of ride time before the battery needs a re-charge. The PowerControl 7 stores up to 130 hours of ride data at 1-second intervals and the built-in motion sensor starts and stops automatically too. Weight: 2.4oz. If you need parts and accessories please call 720-406-7444 or email sales@fascatcoaching.com to special order them!",0,0,,750,0,N,,2,10,12,6,Y,Y,FREE U.S. Shipping,N,0,0,25/04/2012,6/4/13,"Category Name: SRM, Category Path: SRM|Category Name: ANT+ Cycling Computers for Powermeters, Category Path: ANT+ Cycling Computers for Powermeters",http://www.fascatpowermeters.com/product_images/c/259/srm_handlebar_clip_options__82309.jpg,SRM PowerControl 7 for Powermeters,"SRM PowerControl 7, Powermeter, power meter",SRM PowerControl 7 for Powermeters,New,/srm-powercontrol-7-computer/,
97,P,1002,SRM DuraAce 7900 Powermeter Training System,SRM,"SRM's Shimano Dura-Ace 7900 PowerMeter is the ultimate training tool. Perfect for Di2 groupset users, the SRM powermeter is the gold standard in the pro peloton for precise power measurement accurate to +/- 1.5%. Combine that with Shimano's sleek 7900 crankset and this powermeter is simply the best.  The SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 910g (crankset & bottom bracket) Need more info? Check out our FAQ's! ",0,0,,3895,0,N,,4,14,6,10,Y,Y,FREE U.S. Shipping,Y,1400,0,30/04/2012,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/i/306/srm_shimano_7900_powermeter__51543.jpg,Sale SRM Shimano Dura Ace 7900 Power Training System,"SRM Shimano Dura Ace 7900 Power Training System, powermeter",SRM Powermeter System Shimano Dura Ace 7900,New,/srm-duraace-7900-powermeter-training-system/,
110,P,491,SRM Rotor 3D+ MTB Powermeter Training System (2x10),SRM,"Now your off-road training and racing can acheive new levels with the SRM Rotor 3D+ MTB PowerMeter! SRM's time-tested powermeter is matched to Rotor's ultra-stiff triple-hollow 3D+ crankset for precise power measurement and power transfer on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. The Rotor 3D+ is compatible with BB30/PF30 and BBright bottom bracket standards. Weight: 662g Need more info? Check out our FAQ's!",0,0,,3149,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,600,0,21/08/2012,9/7/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/d/253/srm_power_control_color_options__36452.jpg,SRM Rotor 3D+ Powermeter Training System for mountain bikes,"SRM PowerMeter Rotor 3D+ Training System, srm mountain bike power meter",SRM PowerMeter Rotor 3D+ Training System for mountain bikes,New,/srm-rotor-3d-mtb-powermeter-training-system-2x10/,
111,P,492,SRM Rotor 3D+ MTB Powermeter (2x10),SRM,"Now your off-road training and racing can acheive new levels with the SRM Rotor 3D+ MTB PowerMeter! SRM's time-tested powermeter is matched to Rotor's ultra-stiff triple-hollow 3D+ crankset for precise power measurement to +/- 1.5%. The Rotor 3D+ is compatible with BB30/PF30 and BBright bottom bracket standards. The SRM Power System is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 510, the PowerControl 7 or the Joule GPS. Weight: 662g Need more info? Check out our FAQ's!",1715,0,,2499,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,599,0,23/08/2012,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/v/884/srm_decals__79104.jpg,SRM Rotor 3D+ MTB PowerMeter for mountain bikes,"SRM PowerMeter Rotor 3D+ MTB Power Meter, srm mountain bike power meter",SRM PowerMeter Rotor 3D+ MTB PowerMeter for mountain bikes,New,/srm-rotor-3d-mtb-powermeter-2x10/,
113,P,1111,SRM Shimano MTB PowerMeter (2x10),SRM,"SRM's Shimano MTB PowerMeter is the ultimate upgrade to your off-road ride! SRM powermeter is the gold standard in the pro peloton for precise power measurement accurate to +/- 1.5%. Combine that with the powerful Shimano Deore XT crankset and you'll be riding the best! The SRM Power System is ANT+ meaning it can be paried with any ANT+ bike computer such as SRM's PowerControl 7, Garmin Edge 510, the  or the Joule GPS. Weight: 750g & 88g for bottom bracket (not included) Need more info? Check out our FAQ's! ",0,0,,2599,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,200,0,23/08/2012,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/g/028/srm_powermeter_decals__44259.jpg,SRM Shimano MTB PowerMeter for Mountain bikes,SRM Shimano MTB PowerMeter for Mountain bikes,SRM Shimano MTB Power Meter for Mountain bikes,New,/srm-shimano-mtb-powermeter-2x10/,
116,P,1112,SRM Shimano MTB Powermeter Training System (2x10),SRM,"SRM's Shimano MTB PowerMeter is the ultimate upgrade to your off-road ride! SRM powermeter is the gold standard in the pro peloton for precise power measurement accurate to +/- 1.5%. Combine that with the powerful Shimano Deore XT crankset and you'll be riding the best!  The SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 750g & 88g for bottom bracket (not included) Need more info? Check out our FAQ's! ",0,0,,3149,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,200,0,7/9/12,9/10/13,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Mountain Bike Powermeters, Category Path: Mountain Bike Powermeters",http://www.fascatpowermeters.com/product_images/h/893/srm_power_control_color_options__90894.jpg,SRM Shimano Powermeter Training System for mountain bikes,"SRM PowerMeter Shimano Training System, srm mountain bike power meter",SRM PowerMeter Shimano Training System for mountain bikes,New,/srm-shimano-mtb-powermeter-training-system-2x10/,
157,P,1010,SRM Dura Ace 9000 PowerMeter ,SRM,"SRM's Shimano Dura Ace 9000 PowerMeter is IN STOCK!  Shimano has gone to 11 speed this year making the SRM a perfect training tool!  Plus if you are running Di2 11spd, the SRM Dura Ace 9000 will work (& look) the best with you Di2 groupo. Anything else would be like buying an Armani suit and getting a TJ max tie! New for the 9000 Shimano Groupo is a ""Top Secret"" BCD that allows athletes to swap out regular rings (53/39) for compact rings (50/34) without affecting the calibration (slope) and thus the accuracy of the SRM.  The SRM powermeter is the gold standard in the pro peloton for precise power measurement that's accurate to +/- 1.5%. Combine that with Shimano's versatile 4-arm (new Top Secret BCD) 9000 crankset and this powermeter is simply the best there is.  The Shimano 9000 rings are 20% stiffer than the previous Shimano's 7900's.  Plus the SRM boast 3000 hours of battery life! Use the SRM 9000 with 53/39 rings on your road bike in the spring and summer and then be able to swap it over to your cyclocross bike in a 46/38 ring combination.  Or swap the 53/39 rings to a compact 'climbing' 50/34 for climbing mountains in the Summer.   No re-calibration required! The SRM Powermeter is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 510, the PowerControl 7 or the Joule GPS. Why Buy your SRM from anywhere else!  Get a FREE month of power based coaching from us (up to a $450 value) and tap into all the benefits of Training with POWER ! ! Need more info? Check out our FAQ's! ",0,0,,3199,0,N,,4,14,10,6,Y,Y,FREE U.S. Shipping,Y,91,0,25/01/2013,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/j/761/bike_crank_compatability_2012_lg__19905.jpg,SRM DuraAce PowerMeter 9000 for road bikes and triathlon bikes,"SRM DuraAce PowerMeter 9000  for road bikes, srm power meter",SRM DuraAce PowerMeter 9000  for road bikes and triathlon bikes,New,/srm-dura-ace-9000-powermeter/,
158,P,541,SRM SRAM Powermeter Training System (GXP),SRM,"Equip your ride with the ultimate training tool- SRM's SRAM PowerMeter. The time-tested SRM powermeter is matched to SRAM's carbon S975 crankset for precise power measurement on every ride. Accurate to +/- 1.5%, the SRM Power System includes the PowerControl 7 computer, speed & cadence sensor and heart rate strap for real-time data during your ride that you can download later for a thorough post-ride analysis. Weight: 752g (crankset only) Need more info? Check out our FAQ's!",0,0,,3495,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,Y,100,0,5/2/13,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/z/802/srm_power_control_color_options__34197.jpg,SRM SRAM S975 Powermeter Training System for Road and Triathlon bikes,"SRM Powermeter SRAM S975 Training System, srm powermeter for road and triathlon bikes",SRM SRAM S975 Powermeter Training System Powermeter,New,/srm-sram-powermeter-training-system-gxp/,
160,P,1202,SRM DuraAce 9000 Powermeter Training System,SRM,"SRM's Shimano Dura Ace 9000 PowerMeter is IN STOCK!  Shimano has gone to 11 speed this year making the SRM a perfect training tool!  Plus if you are running Di2 11spd, the SRM Dura Ace 9000 will work (& look) the best with you Di2 groupo. Anything else would be like buying an Armani suit and getting a TJ max tie! New for the 9000 Shimano Groupo is a ""Top Secret"" BCD that allows athletes to swap out regular rings (53/39) for compact rings (50/34) without affecting the calibration (slope) and thus the accuracy of the SRM.  The SRM powermeter is the gold standard in the pro peloton for precise power measurement that's accurate to +/- 1.5%. Combine that with Shimano's versatile 4-arm (new Top Secret BCD) 9000 crankset and this powermeter is simply the best there is.  The Shimano 9000 rings are 20% stiffer than the previous Shimano's 7900's.  Plus the SRM boast 3000 hours of battery life! Use the SRM 9000 with 53/39 rings on your road bike in the spring and summer and then be able to swap it over to your cyclocross bike in a 46/38 ring combination.  Or swap the 53/39 rings to a compact 'climbing' 50/34 for climbing mountains in the Summer.   No re-calibration required! The SRM Powermeter is ANT+ meaning it can be paried with any ANT+ bike computer such as the Garmin Edge 510, the PowerControl 7 or the Joule GPS. Why Buy your SRM from anywhere else!  Get a FREE month of power based coaching from us (up to a $450 value) and tap into all the benefits of Training with POWER ! ! Need more info? Check out our FAQ's! ",0,0,,3952,0,N,,4,14,6,10,Y,Y,FREE U.S. Shipping,Y,98,0,10/4/13,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/g/982/srm_power_control_color_options__64555.jpg,SRM Shimano Dura Ace 9000 Power Training System,"SRM Shimano Dura Ace 9000 Power Training System, powermeter",SRM Powermeter System Shimano Dura Ace 9000,New,/srm-duraace-9000-powermeter-training-system/,
174,P,611,SRM FSA K-Force Light PowerMeter BB386,SRM,"Finally, a powermeter just for your bike! SRM's FSA K-Force Light BB386 Powermeter fits bikes using the oversized BB386 bottom bracket standard. Accurate to +/- 1.5%, the time-tested SRM crankset can be paired with your favorite ANT+ bike computer for the ultimate training and racing system. Weight: 898g (crankset & bottom bracket) Need more info? Check out our FAQ's!",0,0,,2845,0,N,,4,12,14,8,Y,Y,FREE U.S. Shipping,N,0,0,5/9/13,20/05/2014,"Category Name: SRM, Category Path: SRM|Category Name: Powermeter Cranksets, Category Path: Powermeter Cranksets|Category Name: Road Bike Powermeters, Category Path: Road Bike Powermeters",http://www.fascatpowermeters.com/product_images/y/681/srm_powermeter_decals__18316.jpg,SRM FSA K-Force Light BB386 PowerMeter for Road and Triathlon bikes,SRM FSA K-Force Light BB386 PowerMeter for Road and Triathlon bikes,SRM FSA K-Force Light BB386 PowerMeter for Road and Triathlon bikess,New,/srm-fsa-k-force-light-powermeter-bb386/,
